,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total
1755,"Oct 28, 2020","Health Care Select Sector SPDR Fund Market BuyOct 28, 2020",$52.000.5 shares at $104.00,$52.0,$104.00,2020,Buy,Health Care Select Sector SPDR Fund ,52.0
1756,"Oct 28, 2020","Fastly Market BuyOct 28, 2020",$21.600.3 shares at $72.00,$21.6,$72.00,2020,Buy,Fastly ,21.6
1757,"Oct 28, 2020","Tesla Market BuyOct 28, 2020",$82.570.2 shares at $412.85,$82.5,$412.85,2020,Buy,Tesla ,82.5
1758,"Oct 28, 2020","Union Pacific Market BuyOct 28, 2020",$35.310.2 shares at $176.55,$35.3,$176.55,2020,Buy,Union Pacific ,35.3
1759,"Oct 28, 2020","Dow Market BuyOct 28, 2020",$22.470.5 shares at $44.94,$22.4,$44.94,2020,Buy,Dow ,22.4
1760,"Oct 28, 2020","Redfin Market BuyOct 28, 2020",$21.310.5 shares at $42.62,$21.3,$42.62,2020,Buy,Redfin ,21.3
1761,"Oct 28, 2020","Linde Market BuyOct 28, 2020",$43.750.2 shares at $218.75,$43.7,$218.75,2020,Buy,Linde ,43.7
1762,"Oct 28, 2020","Simply Good Foods Market BuyOct 28, 2020",$19.801 share at $19.80,$19.8,$19.80,2020,Buy,Simply Good Foods ,19.8
1763,"Oct 28, 2020","Intel Market BuyOct 28, 2020",$22.570.5 shares at $45.14,$22.5,$45.14,2020,Buy,Intel ,22.5
1764,"Oct 28, 2020","Johnson & Johnson Market BuyOct 28, 2020",$42.210.3 shares at $140.70,$42.2,$140.70,2020,Buy,Johnson & Johnson ,42.2
1765,"Oct 27, 2020","Linde Market BuyOct 27, 2020",$45.180.2 shares at $225.90,$45.1,$225.90,2020,Buy,Linde ,45.1
1766,"Oct 27, 2020","Dupont De Nemours Market BuyOct 27, 2020",$28.720.5 shares at $57.44,$28.7,$57.44,2020,Buy,Dupont De Nemours ,28.7
1767,"Oct 27, 2020","Intel Market BuyOct 27, 2020",$45.581 share at $45.58,$45.5,$45.58,2020,Buy,Intel ,45.5
1768,"Oct 27, 2020","Air Products & Chemicals Market BuyOct 27, 2020",$28.640.1 shares at $286.40,$28.6,$286.40,2020,Buy,Air Products & Chemicals ,28.6
1769,"Oct 27, 2020","Kimberly-Clark Market BuyOct 27, 2020",$27.370.2 shares at $136.85,$27.3,$136.85,2020,Buy,Kimberly-Clark ,27.3
1770,"Oct 27, 2020","Union Pacific Market BuyOct 27, 2020",$35.960.2 shares at $179.80,$35.9,$179.80,2020,Buy,Union Pacific ,35.9
1771,"Oct 27, 2020","Cisco Systems Market BuyOct 27, 2020",$37.101 share at $37.10,$37.1,$37.10,2020,Buy,Cisco Systems ,37.1
1773,"Oct 27, 2020","Jumia Technologies Market SellOct 27, 2020",$17.551 share at $17.55,$17.5,$17.55,2020,Sell,Jumia Technologies ,17.5
1774,"Oct 27, 2020","Union Pacific Market BuyOct 27, 2020",$36.290.2 shares at $181.45,$36.2,$181.45,2020,Buy,Union Pacific ,36.2
1775,"Oct 26, 2020","Intel Market BuyOct 26, 2020",$32.480.7 shares at $46.40,$32.4,$46.40,2020,Buy,Intel ,32.4
1776,"Oct 26, 2020","Dow Market BuyOct 26, 2020",$23.510.5 shares at $47.02,$23.5,$47.02,2020,Buy,Dow ,23.5
1777,"Oct 26, 2020","Redfin Market BuyOct 26, 2020",$21.820.5 shares at $43.64,$21.8,$43.64,2020,Buy,Redfin ,21.8
1778,"Oct 26, 2020","IBM Market BuyOct 26, 2020",$112.301 share at $112.30,$112.3,$112.30,2020,Buy,IBM ,112.3
1779,"Oct 26, 2020","Plug Power Market BuyOct 26, 2020",$14.511 share at $14.51,$14.5,$14.51,2020,Buy,Plug Power ,14.5
1780,"Oct 26, 2020","Microsoft Limit BuyOct 26, 2020",$211.001 share at $211.00,$211.0,$211.00,2020,Buy,Microsoft ,211.0
1781,"Oct 26, 2020","Cisco Systems Market BuyOct 26, 2020",$75.522 shares at $37.76,$75.5,$37.76,2020,Buy,Cisco Systems ,75.5
1782,"Oct 26, 2020","Johnson & Johnson Market BuyOct 26, 2020",$35.790.25 shares at $143.16,$35.7,$143.16,2020,Buy,Johnson & Johnson ,35.7
1783,"Oct 26, 2020","Union Pacific Market BuyOct 26, 2020",$36.970.2 shares at $184.85,$36.9,$184.85,2020,Buy,Union Pacific ,36.9
1785,"Oct 23, 2020","Winnebago Market BuyOct 23, 2020",$19.280.4 shares at $48.20,$19.2,$48.20,2020,Buy,Winnebago ,19.2
1786,"Oct 23, 2020","Thor Industries Market BuyOct 23, 2020",$21.680.25 shares at $86.72,$21.6,$86.72,2020,Buy,Thor Industries ,21.6
1787,"Oct 23, 2020","Velodyne Lidar Market BuyOct 23, 2020",$13.271 share at $13.27,$13.2,$13.27,2020,Buy,Velodyne Lidar ,13.2
1788,"Oct 22, 2020","Kimberly-Clark Market BuyOct 22, 2020",$27.670.2 shares at $138.35,$27.6,$138.35,2020,Buy,Kimberly-Clark ,27.6
1789,"Oct 22, 2020","Dow Market BuyOct 22, 2020",$47.811 share at $47.81,$47.8,$47.81,2020,Buy,Dow ,47.8
1790,"Oct 22, 2020","Union Pacific Market BuyOct 22, 2020",$37.680.2 shares at $188.40,$37.6,$188.40,2020,Buy,Union Pacific ,37.6
1791,"Oct 22, 2020","Linde Market BuyOct 22, 2020",$22.870.1 shares at $228.70,$22.8,$228.70,2020,Buy,Linde ,22.8
1792,"Oct 22, 2020","Cisco Systems Market BuyOct 22, 2020",$38.781 share at $38.78,$38.7,$38.78,2020,Buy,Cisco Systems ,38.7
1793,"Oct 21, 2020","CRISPR Market BuyOct 21, 2020",$92.821 share at $92.82,$92.8,$92.82,2020,Buy,CRISPR ,92.8
1794,"Oct 21, 2020","Redfin Market BuyOct 21, 2020",$45.181 share at $45.18,$45.1,$45.18,2020,Buy,Redfin ,45.1
1795,"Oct 21, 2020","Southwest Airlines Market BuyOct 21, 2020",$39.901 share at $39.90,$39.9,$39.90,2020,Buy,Southwest Airlines ,39.9
1796,"Oct 21, 2020","Thor Industries Market BuyOct 21, 2020",$22.620.25 shares at $90.48,$22.6,$90.48,2020,Buy,Thor Industries ,22.6
1797,"Oct 21, 2020","Winnebago Market BuyOct 21, 2020",$20.520.4 shares at $51.30,$20.5,$51.30,2020,Buy,Winnebago ,20.5
1800,"Oct 20, 2020","Intel Market BuyOct 20, 2020",$34.700.65 shares at $53.38,$34.7,$53.38,2020,Buy,Intel ,34.7
1801,"Oct 20, 2020","Simply Good Foods Market BuyOct 20, 2020",$20.901 share at $20.90,$20.9,$20.90,2020,Buy,Simply Good Foods ,20.9
1802,"Oct 20, 2020","Intel Market BuyOct 20, 2020",$34.920.65 shares at $53.72,$34.9,$53.72,2020,Buy,Intel ,34.9
1803,"Oct 20, 2020","Jumia Technologies Market SellOct 20, 2020",$16.961 share at $16.96,$16.9,$16.96,2020,Sell,Jumia Technologies ,16.9
1804,"Oct 20, 2020","Verizon Market BuyOct 20, 2020",$28.530.5 shares at $57.06,$28.5,$57.06,2020,Buy,Verizon ,28.5
1806,"Oct 19, 2020","Cloudera Market BuyOct 19, 2020",$10.421 share at $10.42,$10.4,$10.42,2020,Buy,Cloudera ,10.4
1807,"Oct 19, 2020","Simply Good Foods Market BuyOct 19, 2020",$21.401 share at $21.40,$21.4,$21.40,2020,Buy,Simply Good Foods ,21.4
1808,"Oct 19, 2020","Intel Market SellOct 19, 2020",$55.461 share at $55.46,$55.4,$55.46,2020,Sell,Intel ,55.4
1809,"Oct 19, 2020","Intel Market SellOct 19, 2020",$16.540.3 shares at $55.13,$16.5,$55.13,2020,Sell,Intel ,16.5
1812,"Oct 19, 2020","AT&T Limit BuyOct 19, 2020",$54.002 shares at $27.00,$54.0,$27.00,2020,Buy,AT&T ,54.0
1815,"Oct 17, 2020","CommScope Limit BuyOct 17, 2020",$173.0020 shares at $8.65,$173.0,$8.65,2020,Buy,CommScope ,173.0
1818,"Oct 16, 2020","Redfin Limit BuyOct 16, 2020",$47.501 share at $47.50,$47.5,$47.50,2020,Buy,Redfin ,47.5
1819,"Oct 16, 2020","Jumia Technologies Limit SellOct 16, 2020",$15.501 share at $15.50,$15.5,$15.50,2020,Sell,Jumia Technologies ,15.5
1820,"Oct 16, 2020","Simply Good Foods Market BuyOct 16, 2020",$21.841 share at $21.84,$21.8,$21.84,2020,Buy,Simply Good Foods ,21.8
1821,"Oct 16, 2020","Fastly Limit BuyOct 16, 2020",$86.091 share at $86.09,$86.0,$86.09,2020,Buy,Fastly ,86.0
1822,"Oct 15, 2020","Verra Mobility Market BuyOct 15, 2020",$10.221 share at $10.22,$10.2,$10.22,2020,Buy,Verra Mobility ,10.2
1823,"Oct 15, 2020","AT&T Market BuyOct 15, 2020",$27.211 share at $27.21,$27.2,$27.21,2020,Buy,AT&T ,27.2
1824,"Oct 15, 2020","Forum Merger II Market BuyOct 15, 2020",$23.661 share at $23.66,$23.6,$23.66,2020,Buy,Forum Merger II ,23.6
1825,"Oct 15, 2020","Trine Acquisition Corp Market BuyOct 15, 2020",$21.282 shares at $10.64,$21.2,$10.64,2020,Buy,Trine Acquisition Corp ,21.2
1826,"Oct 15, 2020","Gores Metropoulos Market BuyOct 15, 2020",$21.162 shares at $10.58,$21.1,$10.58,2020,Buy,Gores Metropoulos ,21.1
1827,"Oct 15, 2020","American Tower Market BuyOct 15, 2020",$95.140.4 shares at $237.85,$95.1,$237.85,2020,Buy,American Tower ,95.1
1828,"Oct 15, 2020","Entergy Market BuyOct 15, 2020",$62.640.6 shares at $104.40,$62.6,$104.40,2020,Buy,Entergy ,62.6
1829,"Oct 15, 2020","Plug Power Market BuyOct 15, 2020",$16.621 share at $16.62,$16.6,$16.62,2020,Buy,Plug Power ,16.6
1830,"Oct 15, 2020","Verizon Market BuyOct 15, 2020",$28.930.5 shares at $57.86,$28.9,$57.86,2020,Buy,Verizon ,28.9
1831,"Oct 15, 2020","Linde Market BuyOct 15, 2020",$22.860.1 shares at $228.60,$22.8,$228.60,2020,Buy,Linde ,22.8
1832,"Oct 14, 2020","NRG Energy Market SellOct 14, 2020",$33.881 share at $33.88,$33.8,$33.88,2020,Sell,NRG Energy ,33.8
1833,"Oct 13, 2020","International Airlines Group Limit BuyOct 13, 2020",$12.505 shares at $2.50,$12.5,$2.50,2020,Buy,International Airlines Group ,12.5
1834,"Oct 13, 2020","Centene Market SellOct 13, 2020",$6.550.1 shares at $65.50,$6.5,$65.50,2020,Sell,Centene ,6.5
1835,"Oct 13, 2020","Toray Industries Market SellOct 13, 2020",$92.8010 shares at $9.28,$92.8,$9.28,2020,Sell,Toray Industries ,92.8
1836,"Oct 12, 2020","International Airlines Group Limit BuyOct 12, 2020",$26.2010 shares at $2.62,$26.2,$2.62,2020,Buy,International Airlines Group ,26.2
1837,"Oct 12, 2020","Eli Lilly Market SellOct 12, 2020",$15.600.1 shares at $156.00,$15.6,$156.00,2020,Sell,Eli Lilly ,15.6
1838,"Oct 12, 2020","Social Capital Hedosophia Limit SellOct 12, 2020",$53.255 shares at $10.65,$53.2,$10.65,2020,Sell,Social Capital Hedosophia ,53.2
1839,"Oct 9, 2020","International Airlines Group Limit BuyOct 9, 2020",$27.0010 shares at $2.70,$27.0,$2.70,2020,Buy,International Airlines Group ,27.0
1841,"Oct 8, 2020","DTE Energy Market SellOct 8, 2020",$12.130.1 shares at $121.30,$12.1,$121.30,2020,Sell,DTE Energy ,12.1
1842,"Oct 8, 2020","CMS Energy Market SellOct 8, 2020",$12.730.2 shares at $63.65,$12.7,$63.65,2020,Sell,CMS Energy ,12.7
1843,"Oct 8, 2020","Alliant Energy Market SellOct 8, 2020",$21.950.4 shares at $54.88,$21.9,$54.88,2020,Sell,Alliant Energy ,21.9
1844,"Oct 8, 2020","Plug Power Market SellOct 8, 2020",$18.201 share at $18.20,$18.2,$18.20,2020,Sell,Plug Power ,18.2
1845,"Oct 8, 2020","Social Capital Hedosophia Market BuyOct 8, 2020",$42.504 shares at $10.63,$42.5,$10.63,2020,Buy,Social Capital Hedosophia ,42.5
1846,"Oct 8, 2020","Social Capital Hedosophia Market BuyOct 8, 2020",$10.631 share at $10.63,$10.6,$10.63,2020,Buy,Social Capital Hedosophia ,10.6
1847,"Oct 8, 2020","International Airlines Group Market BuyOct 8, 2020",$14.505 shares at $2.90,$14.5,$2.90,2020,Buy,International Airlines Group ,14.5
1848,"Oct 8, 2020","International Airlines Group Market BuyOct 8, 2020",$7.022 shares at $3.51,$7.0,$3.51,2020,Buy,International Airlines Group ,7.0
1852,"Oct 7, 2020","NextEra Energy Market SellOct 7, 2020",$222.460.75 shares at $296.61,$222.4,$296.61,2020,Sell,NextEra Energy ,222.4
1853,"Oct 7, 2020","CRISPR Market SellOct 7, 2020",$48.870.5 shares at $97.74,$48.8,$97.74,2020,Sell,CRISPR ,48.8
1857,"Oct 6, 2020","Edison International Market SellOct 6, 2020",$104.231.9 shares at $54.86,$104.2,$54.86,2020,Sell,Edison International ,104.2
1858,"Oct 6, 2020","American Electric Power Market SellOct 6, 2020",$89.571 share at $89.57,$89.5,$89.57,2020,Sell,American Electric Power ,89.5
1859,"Oct 6, 2020","Public Service Enterprise Group Market SellOct 6, 2020",$28.370.5 shares at $56.74,$28.3,$56.74,2020,Sell,Public Service Enterprise Group ,28.3
1860,"Oct 6, 2020","CenterPoint Energy Market SellOct 6, 2020",$10.400.5 shares at $20.80,$10.4,$20.80,2020,Sell,CenterPoint Energy ,10.4
1861,"Oct 6, 2020","Pinnacle West Market SellOct 6, 2020",$41.240.5 shares at $82.48,$41.2,$82.48,2020,Sell,Pinnacle West ,41.2
1862,"Oct 6, 2020","Southern Market SellOct 6, 2020",$29.340.5 shares at $58.68,$29.3,$58.68,2020,Sell,Southern ,29.3
1863,"Oct 6, 2020","Entergy Market SellOct 6, 2020",$32.350.3 shares at $107.83,$32.3,$107.83,2020,Sell,Entergy ,32.3
1864,"Oct 6, 2020","PPL Market SellOct 6, 2020",$14.550.5 shares at $29.10,$14.5,$29.10,2020,Sell,PPL ,14.5
1865,"Oct 6, 2020","Eversource Market SellOct 6, 2020",$100.321.1 shares at $91.20,$100.3,$91.20,2020,Sell,Eversource ,100.3
1866,"Oct 6, 2020","Alibaba Market SellOct 6, 2020",$148.280.5 shares at $296.56,$148.2,$296.56,2020,Sell,Alibaba ,148.2
1867,"Oct 6, 2020","CenterPoint Energy Market SellOct 6, 2020",$10.370.5 shares at $20.74,$10.3,$20.74,2020,Sell,CenterPoint Energy ,10.3
1868,"Oct 6, 2020","Pinnacle West Market SellOct 6, 2020",$41.230.5 shares at $82.46,$41.2,$82.46,2020,Sell,Pinnacle West ,41.2
1869,"Oct 6, 2020","Southern Market SellOct 6, 2020",$29.320.5 shares at $58.64,$29.3,$58.64,2020,Sell,Southern ,29.3
1870,"Oct 6, 2020","Entergy Market SellOct 6, 2020",$32.320.3 shares at $107.73,$32.3,$107.73,2020,Sell,Entergy ,32.3
1871,"Oct 6, 2020","FleetCor Market SellOct 6, 2020",$73.580.3 shares at $245.27,$73.5,$245.27,2020,Sell,FleetCor ,73.5
1872,"Oct 6, 2020","AES Market SellOct 6, 2020",$18.731 share at $18.73,$18.7,$18.73,2020,Sell,AES ,18.7
1873,"Oct 6, 2020","Exelon Market SellOct 6, 2020",$150.464 shares at $37.62,$150.4,$37.62,2020,Sell,Exelon ,150.4
1874,"Oct 6, 2020","CRISPR Market SellOct 6, 2020",$44.330.5 shares at $88.66,$44.3,$88.66,2020,Sell,CRISPR ,44.3
1875,"Oct 6, 2020","Blue Bird Market SellOct 6, 2020",$6.520.5 shares at $13.04,$6.5,$13.04,2020,Sell,Blue Bird ,6.5
1876,"Oct 6, 2020","Plug Power Market SellOct 6, 2020",$16.181 share at $16.18,$16.1,$16.18,2020,Sell,Plug Power ,16.1
1878,"Oct 5, 2020","HP Enterprise Limit SellOct 5, 2020",$116.4012 shares at $9.70,$116.4,$9.70,2020,Sell,HP Enterprise ,116.4
1879,"Oct 5, 2020","American Tower Market BuyOct 5, 2020",$239.361 share at $239.36,$239.3,$239.36,2020,Buy,American Tower ,239.3
1880,"Oct 5, 2020","UnitedHealth Market SellOct 5, 2020",$126.090.4 shares at $315.23,$126.0,$315.23,2020,Sell,UnitedHealth ,126.0
1881,"Oct 5, 2020","Hasbro Market SellOct 5, 2020",$8.300.1 shares at $83.00,$8.3,$83.00,2020,Sell,Hasbro ,8.3
1882,"Oct 5, 2020","HP Enterprise Limit SellOct 5, 2020",$106.3711 shares at $9.67,$106.3,$9.67,2020,Sell,HP Enterprise ,106.3
1890,"Oct 1, 2020","National Grid Market SellOct 1, 2020",$117.622 shares at $58.81,$117.6,$58.81,2020,Sell,National Grid ,117.6
1891,"Oct 1, 2020","Alphabet Class A Market SellOct 1, 2020","$1,493.521 share at $1,493.52","$1,493.5","$1,493.52",2020,Sell,Alphabet Class A ,1493.5
1892,"Oct 1, 2020","JD.com Market SellOct 1, 2020",$78.551 share at $78.55,$78.5,$78.55,2020,Sell,JD.com ,78.5
1894,"Oct 1, 2020","Duke Energy Market SellOct 1, 2020",$66.810.75 shares at $89.08,$66.8,$89.08,2020,Sell,Duke Energy ,66.8
1895,"Sep 30, 2020","Cloudflare Market SellSep 30, 2020",$12.460.3 shares at $41.53,$12.4,$41.53,2020,Sell,Cloudflare ,12.4
1896,"Sep 30, 2020","Fastly Market SellSep 30, 2020",$28.480.3 shares at $94.93,$28.4,$94.93,2020,Sell,Fastly ,28.4
1897,"Sep 30, 2020","American Water Market SellSep 30, 2020",$43.720.3 shares at $145.73,$43.7,$145.73,2020,Sell,American Water ,43.7
1898,"Sep 30, 2020","Redfin Market SellSep 30, 2020",$50.521 share at $50.52,$50.5,$50.52,2020,Sell,Redfin ,50.5
1899,"Sep 30, 2020","Alibaba Market SellSep 30, 2020",$407.351.4 shares at $290.96,$407.3,$290.96,2020,Sell,Alibaba ,407.3
1900,"Sep 30, 2020","Alibaba Market BuySep 30, 2020",$203.650.7 shares at $290.93,$203.6,$290.93,2020,Buy,Alibaba ,203.6
1901,"Sep 30, 2020","International Airlines Group Market BuySep 30, 2020",$10.653 shares at $3.55,$10.6,$3.55,2020,Buy,International Airlines Group ,10.6
1902,"Sep 30, 2020","Duke Energy Market SellSep 30, 2020",$21.930.25 shares at $87.72,$21.9,$87.72,2020,Sell,Duke Energy ,21.9
1903,"Sep 29, 2020","Steelcase Market BuySep 29, 2020",$29.463 shares at $9.82,$29.4,$9.82,2020,Buy,Steelcase ,29.4
1904,"Sep 29, 2020","Winnebago Market SellSep 29, 2020",$25.560.5 shares at $51.12,$25.5,$51.12,2020,Sell,Winnebago ,25.5
1905,"Sep 29, 2020","Western Digital Market SellSep 29, 2020",$19.870.5 shares at $39.74,$19.8,$39.74,2020,Sell,Western Digital ,19.8
1906,"Sep 29, 2020","Keysight Technologies Market SellSep 29, 2020",$10.080.1 shares at $100.80,$10.0,$100.80,2020,Sell,Keysight Technologies ,10.0
1907,"Sep 28, 2020","PepsiCo Market SellSep 28, 2020",$27.690.2 shares at $138.45,$27.6,$138.45,2020,Sell,PepsiCo ,27.6
1908,"Sep 28, 2020","Analog Devices Market SellSep 28, 2020",$57.850.5 shares at $115.70,$57.8,$115.70,2020,Sell,Analog Devices ,57.8
1909,"Sep 28, 2020","Taiwan Semiconductor Manufacturing Market SellSep 28, 2020",$7.990.1 shares at $79.90,$7.9,$79.90,2020,Sell,Taiwan Semiconductor Manufacturing ,7.9
1911,"Sep 28, 2020","Global Payments Market SellSep 28, 2020",$17.800.1 shares at $178.00,$17.8,$178.00,2020,Sell,Global Payments ,17.8
1912,"Sep 28, 2020","Stanley Black & Decker Market SellSep 28, 2020",$16.480.1 shares at $164.80,$16.4,$164.80,2020,Sell,Stanley Black & Decker ,16.4
1913,"Sep 28, 2020","Automatic Data Processing Market SellSep 28, 2020",$55.110.4 shares at $137.78,$55.1,$137.78,2020,Sell,Automatic Data Processing ,55.1
1914,"Sep 28, 2020","Microsoft Market SellSep 28, 2020",$212.451 share at $212.45,$212.4,$212.45,2020,Sell,Microsoft ,212.4
1915,"Sep 28, 2020","Biogen Market SellSep 28, 2020",$42.550.15 shares at $283.67,$42.5,$283.67,2020,Sell,Biogen ,42.5
1916,"Sep 25, 2020","CDW Market SellSep 25, 2020",$124.001.1 shares at $112.73,$124.0,$112.73,2020,Sell,CDW ,124.0
1917,"Sep 25, 2020","Consolidated Edison Market SellSep 25, 2020",$37.670.5 shares at $75.34,$37.6,$75.34,2020,Sell,Consolidated Edison ,37.6
1918,"Sep 24, 2020","AT&T Market BuySep 24, 2020",$14.010.5 shares at $28.02,$14.0,$28.02,2020,Buy,AT&T ,14.0
1919,"Sep 23, 2020","Alphabet Class C Market BuySep 23, 2020","$283.320.2 shares at $1,416.60",$283.3,"$1,416.60",2020,Buy,Alphabet Class C ,283.3
1920,"Sep 23, 2020","Deposit from Checking (non-interest)Sep 23, 2020",$300.00,,,2020,Deposit,N/A,
1921,"Sep 23, 2020","Utilities Select Sector SPDR Fund Market BuySep 23, 2020",$11.470.2 shares at $57.35,$11.4,$57.35,2020,Buy,Utilities Select Sector SPDR Fund ,11.4
1922,"Sep 23, 2020","Health Care Select Sector SPDR Fund Market BuySep 23, 2020",$40.950.4 shares at $102.38,$40.9,$102.38,2020,Buy,Health Care Select Sector SPDR Fund ,40.9
1923,"Sep 23, 2020","Alphabet Class C Market BuySep 23, 2020","$142.590.1 shares at $1,425.90",$142.5,"$1,425.90",2020,Buy,Alphabet Class C ,142.5
1924,"Sep 23, 2020","Utilities Select Sector SPDR Fund Market BuySep 23, 2020",$114.902 shares at $57.45,$114.9,$57.45,2020,Buy,Utilities Select Sector SPDR Fund ,114.9
1925,"Sep 23, 2020","Deposit from Checking (non-interest)Sep 23, 2020",$300.00,,,2020,Deposit,N/A,
1926,"Sep 23, 2020","Listed Funds Trust Wahed FTSE USA Shariah Market BuySep 23, 2020",$29.421 share at $29.42,$29.4,$29.42,2020,Buy,Listed Funds Trust Wahed FTSE USA Shariah ,29.4
1927,"Sep 23, 2020","American Tower Market BuySep 23, 2020",$23.990.1 shares at $239.90,$23.9,$239.90,2020,Buy,American Tower ,23.9
1928,"Sep 23, 2020","Utilities Select Sector SPDR Fund Market BuySep 23, 2020",$57.741 share at $57.74,$57.7,$57.74,2020,Buy,Utilities Select Sector SPDR Fund ,57.7
1929,"Sep 23, 2020","Deposit from Checking (non-interest)Sep 23, 2020",$120.00,,,2020,Deposit,N/A,
1930,"Sep 21, 2020","Johnson & Johnson Market BuySep 21, 2020",$21.580.15 shares at $143.87,$21.5,$143.87,2020,Buy,Johnson & Johnson ,21.5
1931,"Sep 21, 2020","UnitedHealth Market BuySep 21, 2020",$29.380.1 shares at $293.80,$29.3,$293.80,2020,Buy,UnitedHealth ,29.3
1932,"Sep 21, 2020","Edison International Market BuySep 21, 2020",$25.130.5 shares at $50.26,$25.1,$50.26,2020,Buy,Edison International ,25.1
1933,"Sep 21, 2020","Alphabet Class A Market BuySep 21, 2020","$140.620.1 shares at $1,406.20",$140.6,"$1,406.20",2020,Buy,Alphabet Class A ,140.6
1934,"Sep 21, 2020","Redfin Market BuySep 21, 2020",$11.210.25 shares at $44.84,$11.2,$44.84,2020,Buy,Redfin ,11.2
1935,"Sep 21, 2020","Alphabet Class A Market BuySep 21, 2020","$140.860.1 shares at $1,408.60",$140.8,"$1,408.60",2020,Buy,Alphabet Class A ,140.8
1936,"Sep 21, 2020","International Airlines Group Market SellSep 21, 2020",$252.0035 shares at $7.20,$252.0,$7.20,2020,Sell,International Airlines Group ,252.0
1939,"Sep 21, 2020","Amazon Market BuySep 21, 2020","$290.100.1 shares at $2,901.00",$290.1,"$2,901.00",2020,Buy,Amazon ,290.1
1940,"Sep 21, 2020","Listed Funds Trust Wahed FTSE USA Shariah Market BuySep 21, 2020",$58.342 shares at $29.17,$58.3,$29.17,2020,Buy,Listed Funds Trust Wahed FTSE USA Shariah ,58.3
1941,"Sep 21, 2020","SP Funds S&P 500 Sharia Market BuySep 21, 2020",$110.245 shares at $22.05,$110.2,$22.05,2020,Buy,SP Funds S&P 500 Sharia ,110.2
1942,"Sep 21, 2020","Microsoft Market BuySep 21, 2020",$98.330.5 shares at $196.66,$98.3,$196.66,2020,Buy,Microsoft ,98.3
1943,"Sep 21, 2020","Health Care Select Sector SPDR Fund Market BuySep 21, 2020",$51.030.5 shares at $102.06,$51.0,$102.06,2020,Buy,Health Care Select Sector SPDR Fund ,51.0
1944,"Sep 21, 2020","Alphabet Class C Market BuySep 21, 2020","$142.270.1 shares at $1,422.70",$142.2,"$1,422.70",2020,Buy,Alphabet Class C ,142.2
1945,"Sep 21, 2020","Alphabet Class A Market BuySep 21, 2020","$142.280.1 shares at $1,422.80",$142.2,"$1,422.80",2020,Buy,Alphabet Class A ,142.2
1946,"Sep 21, 2020","Deposit from Checking (non-interest)Sep 21, 2020","$1,000.00",,,2020,Deposit,N/A,
1948,"Sep 21, 2020","American Tower Market BuySep 21, 2020",$72.690.3 shares at $242.30,$72.6,$242.30,2020,Buy,American Tower ,72.6
1949,"Sep 21, 2020","Health Care Select Sector SPDR Fund Market BuySep 21, 2020",$51.460.5 shares at $102.92,$51.4,$102.92,2020,Buy,Health Care Select Sector SPDR Fund ,51.4
1950,"Sep 18, 2020","Alphabet Class A Market BuySep 18, 2020","$144.270.1 shares at $1,442.70",$144.2,"$1,442.70",2020,Buy,Alphabet Class A ,144.2
1951,"Sep 18, 2020","Apple Market BuySep 18, 2020",$26.590.25 shares at $106.36,$26.5,$106.36,2020,Buy,Apple ,26.5
1952,"Sep 18, 2020","Pluralsight Market BuySep 18, 2020",$16.601 share at $16.60,$16.6,$16.60,2020,Buy,Pluralsight ,16.6
1953,"Sep 18, 2020","Coca-Cola FEMSA Limit SellSep 18, 2020",$250.026 shares at $41.67,$250.0,$41.67,2020,Sell,Coca-Cola FEMSA ,250.0
