,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total,Sell?,Dividend?,Buy?,
1744,28-Oct-20,"IBM Market BuyOct 28, 2020",$53.060.5 shares at $106.12,53.00,$106.12 ,2020,Buy,IBM ,53,0,0,53,
1745,28-Oct-20,"American Tower Market BuyOct 28, 2020",$23.050.1 shares at $230.50,23.00,$230.50 ,2020,Buy,American Tower ,23,0,0,23,
1746,28-Oct-20,"Autodesk Market BuyOct 28, 2020",$23.810.1 shares at $238.10,23.80,$238.10 ,2020,Buy,Autodesk ,23.8,0,0,23.8,
1747,28-Oct-20,"ANSYS Market BuyOct 28, 2020",$30.850.1 shares at $308.50,30.80,$308.50 ,2020,Buy,ANSYS ,30.8,0,0,30.8,
1748,28-Oct-20,"Listed Funds Trust Wahed FTSE USA Shariah Limit BuyOct 28, 2020",$29.151 share at $29.15,29.10,$29.15 ,2020,Buy,Listed Funds Trust Wahed FTSE USA Shariah ,29.1,0,0,29.1,
1749,28-Oct-20,"American Tower Market BuyOct 28, 2020",$23.180.1 shares at $231.80,23.10,$231.80 ,2020,Buy,American Tower ,23.1,0,0,23.1,
1750,28-Oct-20,"Health Care Select Sector SPDR Fund Market BuyOct 28, 2020",$102.811 share at $102.81,102.80,$102.81 ,2020,Buy,Health Care Select Sector SPDR Fund ,102.8,0,0,102.8,
1751,28-Oct-20,"Air Products & Chemicals Market BuyOct 28, 2020",$27.590.1 shares at $275.90,27.50,$275.90 ,2020,Buy,Air Products & Chemicals ,27.5,0,0,27.5,
1752,28-Oct-20,"Kimberly-Clark Market BuyOct 28, 2020",$26.610.2 shares at $133.05,26.60,$133.05 ,2020,Buy,Kimberly-Clark ,26.6,0,0,26.6,
1753,28-Oct-20,"Simply Good Foods Market BuyOct 28, 2020",$19.581 share at $19.58,19.50,$19.58 ,2020,Buy,Simply Good Foods ,19.5,0,0,19.5,
1754,28-Oct-20,"Listed Funds Trust Wahed FTSE USA Shariah Limit BuyOct 28, 2020",$29.301 share at $29.30,29.30,$29.30 ,2020,Buy,Listed Funds Trust Wahed FTSE USA Shariah ,29.3,0,0,29.3,
1755,28-Oct-20,"Health Care Select Sector SPDR Fund Market BuyOct 28, 2020",$52.000.5 shares at $104.00,52.00,$104.00 ,2020,Buy,Health Care Select Sector SPDR Fund ,52,0,0,52,
1756,28-Oct-20,"Fastly Market BuyOct 28, 2020",$21.600.3 shares at $72.00,21.60,$72.00 ,2020,Buy,Fastly ,21.6,0,0,21.6,
1757,28-Oct-20,"Tesla Market BuyOct 28, 2020",$82.570.2 shares at $412.85,82.50,$412.85 ,2020,Buy,Tesla ,82.5,0,0,82.5,
1758,28-Oct-20,"Union Pacific Market BuyOct 28, 2020",$35.310.2 shares at $176.55,35.30,$176.55 ,2020,Buy,Union Pacific ,35.3,0,0,35.3,
1759,28-Oct-20,"Dow Market BuyOct 28, 2020",$22.470.5 shares at $44.94,22.40,$44.94 ,2020,Buy,Dow ,22.4,0,0,22.4,
1760,28-Oct-20,"Redfin Market BuyOct 28, 2020",$21.310.5 shares at $42.62,21.30,$42.62 ,2020,Buy,Redfin ,21.3,0,0,21.3,
1761,28-Oct-20,"Linde Market BuyOct 28, 2020",$43.750.2 shares at $218.75,43.70,$218.75 ,2020,Buy,Linde ,43.7,0,0,43.7,
1762,28-Oct-20,"Simply Good Foods Market BuyOct 28, 2020",$19.801 share at $19.80,19.80,$19.80 ,2020,Buy,Simply Good Foods ,19.8,0,0,19.8,
1763,28-Oct-20,"Intel Market BuyOct 28, 2020",$22.570.5 shares at $45.14,22.50,$45.14 ,2020,Buy,Intel ,22.5,0,0,22.5,
1764,28-Oct-20,"Johnson & Johnson Market BuyOct 28, 2020",$42.210.3 shares at $140.70,42.20,$140.70 ,2020,Buy,Johnson & Johnson ,42.2,0,0,42.2,
1765,27-Oct-20,"Linde Market BuyOct 27, 2020",$45.180.2 shares at $225.90,45.10,$225.90 ,2020,Buy,Linde ,45.1,0,0,45.1,
1766,27-Oct-20,"Dupont De Nemours Market BuyOct 27, 2020",$28.720.5 shares at $57.44,28.70,$57.44 ,2020,Buy,Dupont De Nemours ,28.7,0,0,28.7,
1767,27-Oct-20,"Intel Market BuyOct 27, 2020",$45.581 share at $45.58,45.50,$45.58 ,2020,Buy,Intel ,45.5,0,0,45.5,
1768,27-Oct-20,"Air Products & Chemicals Market BuyOct 27, 2020",$28.640.1 shares at $286.40,28.60,$286.40 ,2020,Buy,Air Products & Chemicals ,28.6,0,0,28.6,
1769,27-Oct-20,"Kimberly-Clark Market BuyOct 27, 2020",$27.370.2 shares at $136.85,27.30,$136.85 ,2020,Buy,Kimberly-Clark ,27.3,0,0,27.3,
1770,27-Oct-20,"Union Pacific Market BuyOct 27, 2020",$35.960.2 shares at $179.80,35.90,$179.80 ,2020,Buy,Union Pacific ,35.9,0,0,35.9,
1771,27-Oct-20,"Cisco Systems Market BuyOct 27, 2020",$37.101 share at $37.10,37.10,$37.10 ,2020,Buy,Cisco Systems ,37.1,0,0,37.1,
1773,27-Oct-20,"Jumia Technologies Market SellOct 27, 2020",$17.551 share at $17.55,17.50,$17.55 ,2020,Sell,Jumia Technologies ,17.5,-17.5,0,0,
1774,27-Oct-20,"Union Pacific Market BuyOct 27, 2020",$36.290.2 shares at $181.45,36.20,$181.45 ,2020,Buy,Union Pacific ,36.2,0,0,36.2,
1775,26-Oct-20,"Intel Market BuyOct 26, 2020",$32.480.7 shares at $46.40,32.40,$46.40 ,2020,Buy,Intel ,32.4,0,0,32.4,
1776,26-Oct-20,"Dow Market BuyOct 26, 2020",$23.510.5 shares at $47.02,23.50,$47.02 ,2020,Buy,Dow ,23.5,0,0,23.5,
1777,26-Oct-20,"Redfin Market BuyOct 26, 2020",$21.820.5 shares at $43.64,21.80,$43.64 ,2020,Buy,Redfin ,21.8,0,0,21.8,
1778,26-Oct-20,"IBM Market BuyOct 26, 2020",$112.301 share at $112.30,112.30,$112.30 ,2020,Buy,IBM ,112.3,0,0,112.3,
1779,26-Oct-20,"Plug Power Market BuyOct 26, 2020",$14.511 share at $14.51,14.50,$14.51 ,2020,Buy,Plug Power ,14.5,0,0,14.5,
1780,26-Oct-20,"Microsoft Limit BuyOct 26, 2020",$211.001 share at $211.00,211.00,$211.00 ,2020,Buy,Microsoft ,211,0,0,211,
1781,26-Oct-20,"Cisco Systems Market BuyOct 26, 2020",$75.522 shares at $37.76,75.50,$37.76 ,2020,Buy,Cisco Systems ,75.5,0,0,75.5,
1782,26-Oct-20,"Johnson & Johnson Market BuyOct 26, 2020",$35.790.25 shares at $143.16,35.70,$143.16 ,2020,Buy,Johnson & Johnson ,35.7,0,0,35.7,
1783,26-Oct-20,"Union Pacific Market BuyOct 26, 2020",$36.970.2 shares at $184.85,36.90,$184.85 ,2020,Buy,Union Pacific ,36.9,0,0,36.9,
1785,23-Oct-20,"Winnebago Market BuyOct 23, 2020",$19.280.4 shares at $48.20,19.20,$48.20 ,2020,Buy,Winnebago ,19.2,0,0,19.2,
1786,23-Oct-20,"Thor Industries Market BuyOct 23, 2020",$21.680.25 shares at $86.72,21.60,$86.72 ,2020,Buy,Thor Industries ,21.6,0,0,21.6,
1787,23-Oct-20,"Velodyne Lidar Market BuyOct 23, 2020",$13.271 share at $13.27,13.20,$13.27 ,2020,Buy,Velodyne Lidar ,13.2,0,0,13.2,
1788,22-Oct-20,"Kimberly-Clark Market BuyOct 22, 2020",$27.670.2 shares at $138.35,27.60,$138.35 ,2020,Buy,Kimberly-Clark ,27.6,0,0,27.6,
1789,22-Oct-20,"Dow Market BuyOct 22, 2020",$47.811 share at $47.81,47.80,$47.81 ,2020,Buy,Dow ,47.8,0,0,47.8,
1790,22-Oct-20,"Union Pacific Market BuyOct 22, 2020",$37.680.2 shares at $188.40,37.60,$188.40 ,2020,Buy,Union Pacific ,37.6,0,0,37.6,
1791,22-Oct-20,"Linde Market BuyOct 22, 2020",$22.870.1 shares at $228.70,22.80,$228.70 ,2020,Buy,Linde ,22.8,0,0,22.8,
1792,22-Oct-20,"Cisco Systems Market BuyOct 22, 2020",$38.781 share at $38.78,38.70,$38.78 ,2020,Buy,Cisco Systems ,38.7,0,0,38.7,
1793,21-Oct-20,"CRISPR Market BuyOct 21, 2020",$92.821 share at $92.82,92.80,$92.82 ,2020,Buy,CRISPR ,92.8,0,0,92.8,
1794,21-Oct-20,"Redfin Market BuyOct 21, 2020",$45.181 share at $45.18,45.10,$45.18 ,2020,Buy,Redfin ,45.1,0,0,45.1,
1795,21-Oct-20,"Southwest Airlines Market BuyOct 21, 2020",$39.901 share at $39.90,39.90,$39.90 ,2020,Buy,Southwest Airlines ,39.9,0,0,39.9,
1796,21-Oct-20,"Thor Industries Market BuyOct 21, 2020",$22.620.25 shares at $90.48,22.60,$90.48 ,2020,Buy,Thor Industries ,22.6,0,0,22.6,
1797,21-Oct-20,"Winnebago Market BuyOct 21, 2020",$20.520.4 shares at $51.30,20.50,$51.30 ,2020,Buy,Winnebago ,20.5,0,0,20.5,
1800,20-Oct-20,"Intel Market BuyOct 20, 2020",$34.700.65 shares at $53.38,34.70,$53.38 ,2020,Buy,Intel ,34.7,0,0,34.7,
1801,20-Oct-20,"Simply Good Foods Market BuyOct 20, 2020",$20.901 share at $20.90,20.90,$20.90 ,2020,Buy,Simply Good Foods ,20.9,0,0,20.9,
1802,20-Oct-20,"Intel Market BuyOct 20, 2020",$34.920.65 shares at $53.72,34.90,$53.72 ,2020,Buy,Intel ,34.9,0,0,34.9,
1803,20-Oct-20,"Jumia Technologies Market SellOct 20, 2020",$16.961 share at $16.96,16.90,$16.96 ,2020,Sell,Jumia Technologies ,16.9,-16.9,0,0,
1804,20-Oct-20,"Verizon Market BuyOct 20, 2020",$28.530.5 shares at $57.06,28.50,$57.06 ,2020,Buy,Verizon ,28.5,0,0,28.5,
1806,19-Oct-20,"Cloudera Market BuyOct 19, 2020",$10.421 share at $10.42,10.40,$10.42 ,2020,Buy,Cloudera ,10.4,0,0,10.4,
1807,19-Oct-20,"Simply Good Foods Market BuyOct 19, 2020",$21.401 share at $21.40,21.40,$21.40 ,2020,Buy,Simply Good Foods ,21.4,0,0,21.4,
1808,19-Oct-20,"Intel Market SellOct 19, 2020",$55.461 share at $55.46,55.40,$55.46 ,2020,Sell,Intel ,55.4,-55.4,0,0,
1809,19-Oct-20,"Intel Market SellOct 19, 2020",$16.540.3 shares at $55.13,16.50,$55.13 ,2020,Sell,Intel ,16.5,-16.5,0,0,
1812,19-Oct-20,"AT&T Limit BuyOct 19, 2020",$54.002 shares at $27.00,54.00,$27.00 ,2020,Buy,AT&T ,54,0,0,54,
1815,17-Oct-20,"CommScope Limit BuyOct 17, 2020",$173.0020 shares at $8.65,173.00,$8.65 ,2020,Buy,CommScope ,173,0,0,173,
1818,16-Oct-20,"Redfin Limit BuyOct 16, 2020",$47.501 share at $47.50,47.50,$47.50 ,2020,Buy,Redfin ,47.5,0,0,47.5,
1819,16-Oct-20,"Jumia Technologies Limit SellOct 16, 2020",$15.501 share at $15.50,15.50,$15.50 ,2020,Sell,Jumia Technologies ,15.5,-15.5,0,0,
1820,16-Oct-20,"Simply Good Foods Market BuyOct 16, 2020",$21.841 share at $21.84,21.80,$21.84 ,2020,Buy,Simply Good Foods ,21.8,0,0,21.8,
1821,16-Oct-20,"Fastly Limit BuyOct 16, 2020",$86.091 share at $86.09,86.00,$86.09 ,2020,Buy,Fastly ,86,0,0,86,
1822,15-Oct-20,"Verra Mobility Market BuyOct 15, 2020",$10.221 share at $10.22,10.20,$10.22 ,2020,Buy,Verra Mobility ,10.2,0,0,10.2,
1823,15-Oct-20,"AT&T Market BuyOct 15, 2020",$27.211 share at $27.21,27.20,$27.21 ,2020,Buy,AT&T ,27.2,0,0,27.2,
1824,15-Oct-20,"Forum Merger II Market BuyOct 15, 2020",$23.661 share at $23.66,23.60,$23.66 ,2020,Buy,Forum Merger II ,23.6,0,0,23.6,
1825,15-Oct-20,"Trine Acquisition Corp Market BuyOct 15, 2020",$21.282 shares at $10.64,21.20,$10.64 ,2020,Buy,Trine Acquisition Corp ,21.2,0,0,21.2,
1826,15-Oct-20,"Gores Metropoulos Market BuyOct 15, 2020",$21.162 shares at $10.58,21.10,$10.58 ,2020,Buy,Gores Metropoulos ,21.1,0,0,21.1,
1827,15-Oct-20,"American Tower Market BuyOct 15, 2020",$95.140.4 shares at $237.85,95.10,$237.85 ,2020,Buy,American Tower ,95.1,0,0,95.1,
1828,15-Oct-20,"Entergy Market BuyOct 15, 2020",$62.640.6 shares at $104.40,62.60,$104.40 ,2020,Buy,Entergy ,62.6,0,0,62.6,
1829,15-Oct-20,"Plug Power Market BuyOct 15, 2020",$16.621 share at $16.62,16.60,$16.62 ,2020,Buy,Plug Power ,16.6,0,0,16.6,
1830,15-Oct-20,"Verizon Market BuyOct 15, 2020",$28.930.5 shares at $57.86,28.90,$57.86 ,2020,Buy,Verizon ,28.9,0,0,28.9,
1831,15-Oct-20,"Linde Market BuyOct 15, 2020",$22.860.1 shares at $228.60,22.80,$228.60 ,2020,Buy,Linde ,22.8,0,0,22.8,
1832,14-Oct-20,"NRG Energy Market SellOct 14, 2020",$33.881 share at $33.88,33.80,$33.88 ,2020,Sell,NRG Energy ,33.8,-33.8,0,0,
1833,13-Oct-20,"International Airlines Group Limit BuyOct 13, 2020",$12.505 shares at $2.50,12.50,$2.50 ,2020,Buy,International Airlines Group ,12.5,0,0,12.5,
1834,13-Oct-20,"Centene Market SellOct 13, 2020",$6.550.1 shares at $65.50,6.50,$65.50 ,2020,Sell,Centene ,6.5,-6.5,0,0,
1835,13-Oct-20,"Toray Industries Market SellOct 13, 2020",$92.8010 shares at $9.28,92.80,$9.28 ,2020,Sell,Toray Industries ,92.8,-92.8,0,0,
1836,12-Oct-20,"International Airlines Group Limit BuyOct 12, 2020",$26.2010 shares at $2.62,26.20,$2.62 ,2020,Buy,International Airlines Group ,26.2,0,0,26.2,
1837,12-Oct-20,"Eli Lilly Market SellOct 12, 2020",$15.600.1 shares at $156.00,15.60,$156.00 ,2020,Sell,Eli Lilly ,15.6,-15.6,0,0,
1838,12-Oct-20,"Social Capital Hedosophia Limit SellOct 12, 2020",$53.255 shares at $10.65,53.20,$10.65 ,2020,Sell,Social Capital Hedosophia ,53.2,-53.2,0,0,
1839,9-Oct-20,"International Airlines Group Limit BuyOct 9, 2020",$27.0010 shares at $2.70,27.00,$2.70 ,2020,Buy,International Airlines Group ,27,0,0,27,
1841,8-Oct-20,"DTE Energy Market SellOct 8, 2020",$12.130.1 shares at $121.30,12.10,$121.30 ,2020,Sell,DTE Energy ,12.1,-12.1,0,0,
1842,8-Oct-20,"CMS Energy Market SellOct 8, 2020",$12.730.2 shares at $63.65,12.70,$63.65 ,2020,Sell,CMS Energy ,12.7,-12.7,0,0,
1843,8-Oct-20,"Alliant Energy Market SellOct 8, 2020",$21.950.4 shares at $54.88,21.90,$54.88 ,2020,Sell,Alliant Energy ,21.9,-21.9,0,0,
1844,8-Oct-20,"Plug Power Market SellOct 8, 2020",$18.201 share at $18.20,18.20,$18.20 ,2020,Sell,Plug Power ,18.2,-18.2,0,0,
1845,8-Oct-20,"Social Capital Hedosophia Market BuyOct 8, 2020",$42.504 shares at $10.63,42.50,$10.63 ,2020,Buy,Social Capital Hedosophia ,42.5,0,0,42.5,
1846,8-Oct-20,"Social Capital Hedosophia Market BuyOct 8, 2020",$10.631 share at $10.63,10.60,$10.63 ,2020,Buy,Social Capital Hedosophia ,10.6,0,0,10.6,
1847,8-Oct-20,"International Airlines Group Market BuyOct 8, 2020",$14.505 shares at $2.90,14.50,$2.90 ,2020,Buy,International Airlines Group ,14.5,0,0,14.5,
1848,8-Oct-20,"International Airlines Group Market BuyOct 8, 2020",$7.022 shares at $3.51,7.00,$3.51 ,2020,Buy,International Airlines Group ,7,0,0,7,
1852,7-Oct-20,"NextEra Energy Market SellOct 7, 2020",$222.460.75 shares at $296.61,222.40,$296.61 ,2020,Sell,NextEra Energy ,222.4,-222.4,0,0,
1853,7-Oct-20,"CRISPR Market SellOct 7, 2020",$48.870.5 shares at $97.74,48.80,$97.74 ,2020,Sell,CRISPR ,48.8,-48.8,0,0,
1857,6-Oct-20,"Edison International Market SellOct 6, 2020",$104.231.9 shares at $54.86,104.20,$54.86 ,2020,Sell,Edison International ,104.2,-104.2,0,0,
1858,6-Oct-20,"American Electric Power Market SellOct 6, 2020",$89.571 share at $89.57,89.50,$89.57 ,2020,Sell,American Electric Power ,89.5,-89.5,0,0,
1859,6-Oct-20,"Public Service Enterprise Group Market SellOct 6, 2020",$28.370.5 shares at $56.74,28.30,$56.74 ,2020,Sell,Public Service Enterprise Group ,28.3,-28.3,0,0,
1860,6-Oct-20,"CenterPoint Energy Market SellOct 6, 2020",$10.400.5 shares at $20.80,10.40,$20.80 ,2020,Sell,CenterPoint Energy ,10.4,-10.4,0,0,
1861,6-Oct-20,"Pinnacle West Market SellOct 6, 2020",$41.240.5 shares at $82.48,41.20,$82.48 ,2020,Sell,Pinnacle West ,41.2,-41.2,0,0,
1862,6-Oct-20,"Southern Market SellOct 6, 2020",$29.340.5 shares at $58.68,29.30,$58.68 ,2020,Sell,Southern ,29.3,-29.3,0,0,
1863,6-Oct-20,"Entergy Market SellOct 6, 2020",$32.350.3 shares at $107.83,32.30,$107.83 ,2020,Sell,Entergy ,32.3,-32.3,0,0,
1864,6-Oct-20,"PPL Market SellOct 6, 2020",$14.550.5 shares at $29.10,14.50,$29.10 ,2020,Sell,PPL ,14.5,-14.5,0,0,
1865,6-Oct-20,"Eversource Market SellOct 6, 2020",$100.321.1 shares at $91.20,100.30,$91.20 ,2020,Sell,Eversource ,100.3,-100.3,0,0,
1866,6-Oct-20,"Alibaba Market SellOct 6, 2020",$148.280.5 shares at $296.56,148.20,$296.56 ,2020,Sell,Alibaba ,148.2,-148.2,0,0,
1867,6-Oct-20,"CenterPoint Energy Market SellOct 6, 2020",$10.370.5 shares at $20.74,10.30,$20.74 ,2020,Sell,CenterPoint Energy ,10.3,-10.3,0,0,
1868,6-Oct-20,"Pinnacle West Market SellOct 6, 2020",$41.230.5 shares at $82.46,41.20,$82.46 ,2020,Sell,Pinnacle West ,41.2,-41.2,0,0,
1869,6-Oct-20,"Southern Market SellOct 6, 2020",$29.320.5 shares at $58.64,29.30,$58.64 ,2020,Sell,Southern ,29.3,-29.3,0,0,
1870,6-Oct-20,"Entergy Market SellOct 6, 2020",$32.320.3 shares at $107.73,32.30,$107.73 ,2020,Sell,Entergy ,32.3,-32.3,0,0,
1871,6-Oct-20,"FleetCor Market SellOct 6, 2020",$73.580.3 shares at $245.27,73.50,$245.27 ,2020,Sell,FleetCor ,73.5,-73.5,0,0,
1872,6-Oct-20,"AES Market SellOct 6, 2020",$18.731 share at $18.73,18.70,$18.73 ,2020,Sell,AES ,18.7,-18.7,0,0,
1873,6-Oct-20,"Exelon Market SellOct 6, 2020",$150.464 shares at $37.62,150.40,$37.62 ,2020,Sell,Exelon ,150.4,-150.4,0,0,
1874,6-Oct-20,"CRISPR Market SellOct 6, 2020",$44.330.5 shares at $88.66,44.30,$88.66 ,2020,Sell,CRISPR ,44.3,-44.3,0,0,
1875,6-Oct-20,"Blue Bird Market SellOct 6, 2020",$6.520.5 shares at $13.04,6.50,$13.04 ,2020,Sell,Blue Bird ,6.5,-6.5,0,0,
1876,6-Oct-20,"Plug Power Market SellOct 6, 2020",$16.181 share at $16.18,16.10,$16.18 ,2020,Sell,Plug Power ,16.1,-16.1,0,0,
1878,5-Oct-20,"HP Enterprise Limit SellOct 5, 2020",$116.4012 shares at $9.70,116.40,$9.70 ,2020,Sell,HP Enterprise ,116.4,-116.4,0,0,
1879,5-Oct-20,"American Tower Market BuyOct 5, 2020",$239.361 share at $239.36,239.30,$239.36 ,2020,Buy,American Tower ,239.3,0,0,239.3,
1880,5-Oct-20,"UnitedHealth Market SellOct 5, 2020",$126.090.4 shares at $315.23,126.00,$315.23 ,2020,Sell,UnitedHealth ,126,-126,0,0,
1881,5-Oct-20,"Hasbro Market SellOct 5, 2020",$8.300.1 shares at $83.00,8.30,$83.00 ,2020,Sell,Hasbro ,8.3,-8.3,0,0,
1882,5-Oct-20,"HP Enterprise Limit SellOct 5, 2020",$106.3711 shares at $9.67,106.30,$9.67 ,2020,Sell,HP Enterprise ,106.3,-106.3,0,0,
1890,1-Oct-20,"National Grid Market SellOct 1, 2020",$117.622 shares at $58.81,117.60,$58.81 ,2020,Sell,National Grid ,117.6,-117.6,0,0,
1891,1-Oct-20,"Alphabet Class A Market SellOct 1, 2020","$1,493.521 share at $1,493.52",1493.50,"$1,493.52 ",2020,Sell,Alphabet Class A ,1493.5,-1493.5,0,0,
1892,1-Oct-20,"JD.com Market SellOct 1, 2020",$78.551 share at $78.55,78.50,$78.55 ,2020,Sell,JD.com ,78.5,-78.5,0,0,
1894,1-Oct-20,"Duke Energy Market SellOct 1, 2020",$66.810.75 shares at $89.08,66.80,$89.08 ,2020,Sell,Duke Energy ,66.8,-66.8,0,0,
1895,30-Sep-20,"Cloudflare Market SellSep 30, 2020",$12.460.3 shares at $41.53,12.40,$41.53 ,2020,Sell,Cloudflare ,12.4,-12.4,0,0,
1896,30-Sep-20,"Fastly Market SellSep 30, 2020",$28.480.3 shares at $94.93,28.40,$94.93 ,2020,Sell,Fastly ,28.4,-28.4,0,0,
1897,30-Sep-20,"American Water Market SellSep 30, 2020",$43.720.3 shares at $145.73,43.70,$145.73 ,2020,Sell,American Water ,43.7,-43.7,0,0,
1898,30-Sep-20,"Redfin Market SellSep 30, 2020",$50.521 share at $50.52,50.50,$50.52 ,2020,Sell,Redfin ,50.5,-50.5,0,0,
1899,30-Sep-20,"Alibaba Market SellSep 30, 2020",$407.351.4 shares at $290.96,407.30,$290.96 ,2020,Sell,Alibaba ,407.3,-407.3,0,0,
1900,30-Sep-20,"Alibaba Market BuySep 30, 2020",$203.650.7 shares at $290.93,203.60,$290.93 ,2020,Buy,Alibaba ,203.6,0,0,203.6,
1901,30-Sep-20,"International Airlines Group Market BuySep 30, 2020",$10.653 shares at $3.55,10.60,$3.55 ,2020,Buy,International Airlines Group ,10.6,0,0,10.6,
1902,30-Sep-20,"Duke Energy Market SellSep 30, 2020",$21.930.25 shares at $87.72,21.90,$87.72 ,2020,Sell,Duke Energy ,21.9,-21.9,0,0,
1903,29-Sep-20,"Steelcase Market BuySep 29, 2020",$29.463 shares at $9.82,29.40,$9.82 ,2020,Buy,Steelcase ,29.4,0,0,29.4,
1904,29-Sep-20,"Winnebago Market SellSep 29, 2020",$25.560.5 shares at $51.12,25.50,$51.12 ,2020,Sell,Winnebago ,25.5,-25.5,0,0,
1905,29-Sep-20,"Western Digital Market SellSep 29, 2020",$19.870.5 shares at $39.74,19.80,$39.74 ,2020,Sell,Western Digital ,19.8,-19.8,0,0,
1906,29-Sep-20,"Keysight Technologies Market SellSep 29, 2020",$10.080.1 shares at $100.80,10.00,$100.80 ,2020,Sell,Keysight Technologies ,10,-10,0,0,
1907,28-Sep-20,"PepsiCo Market SellSep 28, 2020",$27.690.2 shares at $138.45,27.60,$138.45 ,2020,Sell,PepsiCo ,27.6,-27.6,0,0,
1908,28-Sep-20,"Analog Devices Market SellSep 28, 2020",$57.850.5 shares at $115.70,57.80,$115.70 ,2020,Sell,Analog Devices ,57.8,-57.8,0,0,
1909,28-Sep-20,"Taiwan Semiconductor Manufacturing Market SellSep 28, 2020",$7.990.1 shares at $79.90,7.90,$79.90 ,2020,Sell,Taiwan Semiconductor Manufacturing ,7.9,-7.9,0,0,
1911,28-Sep-20,"Global Payments Market SellSep 28, 2020",$17.800.1 shares at $178.00,17.80,$178.00 ,2020,Sell,Global Payments ,17.8,-17.8,0,0,
1912,28-Sep-20,"Stanley Black & Decker Market SellSep 28, 2020",$16.480.1 shares at $164.80,16.40,$164.80 ,2020,Sell,Stanley Black & Decker ,16.4,-16.4,0,0,
1913,28-Sep-20,"Automatic Data Processing Market SellSep 28, 2020",$55.110.4 shares at $137.78,55.10,$137.78 ,2020,Sell,Automatic Data Processing ,55.1,-55.1,0,0,
1914,28-Sep-20,"Microsoft Market SellSep 28, 2020",$212.451 share at $212.45,212.40,$212.45 ,2020,Sell,Microsoft ,212.4,-212.4,0,0,
1915,28-Sep-20,"Biogen Market SellSep 28, 2020",$42.550.15 shares at $283.67,42.50,$283.67 ,2020,Sell,Biogen ,42.5,-42.5,0,0,
1916,25-Sep-20,"CDW Market SellSep 25, 2020",$124.001.1 shares at $112.73,124.00,$112.73 ,2020,Sell,CDW ,124,-124,0,0,
1917,25-Sep-20,"Consolidated Edison Market SellSep 25, 2020",$37.670.5 shares at $75.34,37.60,$75.34 ,2020,Sell,Consolidated Edison ,37.6,-37.6,0,0,
1918,24-Sep-20,"AT&T Market BuySep 24, 2020",$14.010.5 shares at $28.02,14.00,$28.02 ,2020,Buy,AT&T ,14,0,0,14,
1919,23-Sep-20,"Alphabet Class C Market BuySep 23, 2020","$283.320.2 shares at $1,416.60",283.30,"$1,416.60 ",2020,Buy,Alphabet Class C ,283.3,0,0,283.3,
1920,23-Sep-20,"Deposit from Checking (non-interest)Sep 23, 2020",$300.00 ,,,2020,Deposit,N/A,,0,0,0,
1921,23-Sep-20,"Utilities Select Sector SPDR Fund Market BuySep 23, 2020",$11.470.2 shares at $57.35,11.40,$57.35 ,2020,Buy,Utilities Select Sector SPDR Fund ,11.4,0,0,11.4,
1922,23-Sep-20,"Health Care Select Sector SPDR Fund Market BuySep 23, 2020",$40.950.4 shares at $102.38,40.90,$102.38 ,2020,Buy,Health Care Select Sector SPDR Fund ,40.9,0,0,40.9,
1923,23-Sep-20,"Alphabet Class C Market BuySep 23, 2020","$142.590.1 shares at $1,425.90",142.50,"$1,425.90 ",2020,Buy,Alphabet Class C ,142.5,0,0,142.5,
1924,23-Sep-20,"Utilities Select Sector SPDR Fund Market BuySep 23, 2020",$114.902 shares at $57.45,114.90,$57.45 ,2020,Buy,Utilities Select Sector SPDR Fund ,114.9,0,0,114.9,
1925,23-Sep-20,"Deposit from Checking (non-interest)Sep 23, 2020",$300.00 ,,,2020,Deposit,N/A,,0,0,0,
1926,23-Sep-20,"Listed Funds Trust Wahed FTSE USA Shariah Market BuySep 23, 2020",$29.421 share at $29.42,29.40,$29.42 ,2020,Buy,Listed Funds Trust Wahed FTSE USA Shariah ,29.4,0,0,29.4,
1927,23-Sep-20,"American Tower Market BuySep 23, 2020",$23.990.1 shares at $239.90,23.90,$239.90 ,2020,Buy,American Tower ,23.9,0,0,23.9,
1928,23-Sep-20,"Utilities Select Sector SPDR Fund Market BuySep 23, 2020",$57.741 share at $57.74,57.70,$57.74 ,2020,Buy,Utilities Select Sector SPDR Fund ,57.7,0,0,57.7,
1929,23-Sep-20,"Deposit from Checking (non-interest)Sep 23, 2020",$120.00 ,,,2020,Deposit,N/A,,0,0,0,
1930,21-Sep-20,"Johnson & Johnson Market BuySep 21, 2020",$21.580.15 shares at $143.87,21.50,$143.87 ,2020,Buy,Johnson & Johnson ,21.5,0,0,21.5,
1931,21-Sep-20,"UnitedHealth Market BuySep 21, 2020",$29.380.1 shares at $293.80,29.30,$293.80 ,2020,Buy,UnitedHealth ,29.3,0,0,29.3,
1932,21-Sep-20,"Edison International Market BuySep 21, 2020",$25.130.5 shares at $50.26,25.10,$50.26 ,2020,Buy,Edison International ,25.1,0,0,25.1,
1933,21-Sep-20,"Alphabet Class A Market BuySep 21, 2020","$140.620.1 shares at $1,406.20",140.60,"$1,406.20 ",2020,Buy,Alphabet Class A ,140.6,0,0,140.6,
